DATE_TIME,current_contract,next_contract,carry_contract
2016-10-31 23:00:00,20161200,20170200,20161000
2016-12-30 23:00:00,20170200,20170400,20161200
2017-02-28 23:00:00,20170400,20170600,20170200
2017-04-28 23:00:00,20170600,20170800,20170400
2017-06-30 23:00:00,20170800,20171000,20170600
2017-08-30 23:00:00,20171000,20171200,20170800
2017-10-30 23:00:00,20171200,20180200,20171000
2017-12-29 23:00:00,20180200,20180400,20171200
2018-02-28 23:00:00,20180400,20180600,20180200
2018-04-30 23:00:00,20180600,20180800,20180400
2018-06-29 23:00:00,20180800,20181000,20180600
2018-08-30 23:00:00,20181000,20181200,20180800
2018-10-30 23:00:00,20181200,20190200,20181000
2018-12-31 23:00:00,20190200,20190400,20181200
2019-02-28 23:00:00,20190400,20190600,20190200
2019-04-30 23:00:00,20190600,20190800,20190400
2019-06-28 23:00:00,20190800,20191000,20190600
2019-08-30 23:00:00,20191000,20191200,20190800
2019-10-30 23:00:00,20191200,20200200,20191000
2019-12-31 23:00:00,20200200,20200400,20191200
2020-02-28 23:00:00,20200400,20200600,20200200
2020-04-30 23:00:00,20200600,20200800,20200400
2020-06-30 23:00:00,20200800,20201000,20200600
2020-08-31 23:00:00,20201000,20201200,20200800
2020-10-30 23:00:00,20201200,20210200,20201000
2020-12-31 23:00:00,20210200,20210400,20201200
2021-02-26 23:00:00,20210400,20210600,20210200
2021-04-30 23:00:00,20210600,20210800,20210400
2021-06-30 23:00:00,20210800,20211000,20210600
2021-08-30 23:00:00,20211000,20211200,20210800
2021-10-29 23:00:00,20211200,20220200,20211000
2021-12-31 23:00:00,20220200,20220400,20211200
2022-02-28 23:00:00,20220400,20220600,20220200
2022-04-29 23:00:00,20220600,20220800,20220400
2022-06-30 23:00:00,20220800,20221000,20220600
2022-08-30 23:00:00,20221000,20221200,20220800
2022-10-31 23:00:00,20221200,20230200,20221000
2022-12-30 23:00:00,20230200,20230400,20221200
2023-02-28 23:00:00,20230400,20230600,20230200
2023-04-28 23:00:00,20230600,20230800,20230400
2023-06-30 23:00:00,20230800,20231000,20230600
2023-08-30 23:00:00,20231000,20231200,20230800
2023-10-30 23:00:00,20231200,20240200,20231000
2023-12-29 23:00:00,20240200,20240400,20231200
2024-02-29 23:00:00,20240400,20240600,20240200
2024-04-30 23:00:00,20240600,20240800,20240400
2024-06-28 23:00:00,20240800,20241000,20240600
2024-08-30 23:00:00,20241000,20241200,20240800
2024-10-30 23:00:00,20241200,20250200,20241000
