DATE_TIME,current_contract,next_contract,carry_contract
2006-02-14 23:00:00,20060500,20060700,20060300
2006-04-17 23:00:00,20060700,20060900,20060500
2006-06-16 23:00:00,20060900,20061100,20060700
2006-08-17 23:00:00,20061100,20070100,20060900
2006-10-17 23:00:00,20070100,20070300,20061100
2006-12-15 23:00:00,20070300,20070500,20070100
2007-02-14 23:00:00,20070500,20070700,20070300
2007-04-16 23:00:00,20070700,20070900,20070500
2007-06-18 23:00:00,20070900,20071100,20070700
2007-08-17 23:00:00,20071100,20080100,20070900
2007-10-17 23:00:00,20080100,20080300,20071100
2007-12-17 23:00:00,20080300,20080500,20080100
2008-02-15 23:00:00,20080500,20080700,20080300
2008-04-16 23:00:00,20080700,20080900,20080500
2008-06-17 23:00:00,20080900,20081100,20080700
2008-08-18 23:00:00,20081100,20090100,20080900
2008-10-17 23:00:00,20090100,20090300,20081100
2008-12-15 23:00:00,20090300,20090500,20090100
2009-02-13 23:00:00,20090500,20090700,20090300
2009-04-16 23:00:00,20090700,20090900,20090500
2009-06-17 23:00:00,20090900,20091100,20090700
2009-08-17 23:00:00,20091100,20100100,20090900
2009-10-16 23:00:00,20100100,20100300,20091100
2009-12-15 23:00:00,20100300,20100500,20100100
2010-02-12 23:00:00,20100500,20100700,20100300
2010-04-16 23:00:00,20100700,20100900,20100500
2010-06-17 23:00:00,20100900,20101100,20100700
2010-08-17 23:00:00,20101100,20110100,20100900
2010-10-18 23:00:00,20110100,20110300,20101100
2010-12-15 23:00:00,20110300,20110500,20110100
2011-02-14 23:00:00,20110500,20110700,20110300
2011-04-15 23:00:00,20110700,20110900,20110500
2011-06-17 23:00:00,20110900,20111100,20110700
2011-08-17 23:00:00,20111100,20120100,20110900
2011-10-17 23:00:00,20120100,20120300,20111100
2011-12-16 23:00:00,20120300,20120500,20120100
2012-02-15 23:00:00,20120500,20120700,20120300
2012-04-16 23:00:00,20120700,20120900,20120500
2012-06-18 23:00:00,20120900,20121100,20120700
2012-08-17 23:00:00,20121100,20130100,20120900
